name_list,location_list,price_list,built_year_list,floor_list,bedroom_list,bathroom_list,area_list,distance_to_transport_list,facilities_list
ไลฟ์ ลาดพร้าว,"จอมพล, กรุงเทพ","฿9,090,000",สร้างเสร็จในปี 2020,23,2 ห้องนอน,2 ห้องน้ำ,65.78 ม.2,100 ม. จาก BTS ห้าแยกลาดพร้าว,"['เซาว์น่า', 'สระว่ายน้ำ', 'ลานจอดรถ', 'กล้องวงจรปิด', 'สวน', 'สถานออกกำลังกาย', 'มินิมาร์ทใกล้เคียง', 'สนามเด็กเล่น', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ห้องอบไอน้ำ']"
คอนโด 1 นอน ชั้นสูง ใกล้ BTS โพธิ์นิมิตร,"วัดท่าพระ, กรุงเทพ","฿2,990,000",,18,1 ห้องนอน,1 ห้องน้ำ,32 ม.2,420 ม. จาก MRT ท่าพระ,
โว้ค เพลส สุขุมวิท 107,"แบริ่ง, กรุงเทพ","฿2,590,000",สร้างเสร็จในปี 2014,7,1 ห้องนอน,1 ห้องน้ำ,33.76 ม.2,420 ม. จาก BTS แบริ่ง,"['ลานจอดรถในร่ม', 'สระว่ายน้ำ', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สถานออกกำลังกาย']"
เดอะเทรเชอร์ คอนโดมิเนียม,"สีลม, กรุงเทพ","฿2,550,000",ระเบียง,4,1 ห้องนอน,1 ห้องน้ำ,35 ม.2,550 ม. จาก BTS สุรศักดิ์,"['สระว่ายน้ำ', 'เซาว์น่า', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ลานจอดรถกลางแจ้ง', 'ลานจอดรถในร่ม', 'ฟิตเนส', 'ลานจอดรถ']"
เดอะ คีย์ พระราม 3,"พระราม 3, กรุงเทพ","฿6,950,000",สร้างเสร็จในปี 2022,34,2 ห้องนอน,2 ห้องน้ำ,55.21 ม.2,,"['สระว่ายน้ำ', 'ลานจอดรถ', 'กล้องวงจรปิด', 'สวน', 'สถานออกกำลังกาย', 'เกมรูม', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สกายเลานจ์']"
ศุภาลัย พาร์ค รัชโยธิน,"ลาดยาว, กรุงเทพ","฿3,000,000",สร้างเสร็จในปี 2013,12A,1 ห้องนอน,1 ห้องน้ำ,49.5 ม.2,880 ม. จาก BTS รัชโยธิน,"['ลานจอดรถในร่ม', 'สระว่ายน้ำ', 'ฟิตเนส', 'ลานจอดรถ', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ศาลา']"
เอพพิโซด พหลโยธิน สะพานใหม่,"สะพานใหม่, กรุงเทพ","฿2,950,000",สร้างเสร็จในปี 2017เตาไฟฟ้า,12,1 ห้องนอน,1 ห้องน้ำ,29.7 ม.2,,"['สระว่ายน้ำ', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ห้องสมุด', 'ลานจอดรถในร่ม', 'ไวไฟ', 'ห้องสมุด', 'เซาว์น่า', 'ฟิตเนส', 'สถานออกกำลังกาย']"
คอนโด อิลีเม้นท์ ศรีนครินทร์,"หนองบอน, กรุงเทพ","฿2,350,000",สร้างเสร็จในปี 2017,3,1 ห้องนอน,1 ห้องน้ำ,36.95 ม.2,,"['ลานจอดรถในร่ม', 'สระว่ายน้ำ', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สถานออกกำลังกาย']"
เดอะเน็กซ์ การ์เด้น มิกซ์,"บางจากภาษีเจริญ, กรุงเทพ","฿8,900,000",,5,2 ห้องนอน,2 ห้องน้ำ,104 ม.2,320 ม. จาก BTS อ่อนนุช,"['สร้างเสร็จในปี 2011</li></ul>', '<ul class=""list-features""><li>สร้างเสร็จในปี 2011']"
ไลฟ์ แอท สุขุมวิท,"สุขุมวิท, กรุงเทพ","฿4,500,000",สร้างเสร็จในปี 2009ตู้เย็นเตาไฟฟ้าทีวี,16,1 ห้องนอน,1 ห้องน้ำ,30.1 ม.2,330 ม. จาก BTS พระโขนง,"['สระว่ายน้ำ', 'เซาว์น่า', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ลานจอดรถในร่ม', 'สนามปั่นจักรยาน', 'ห้องอบไอน้ำ', 'ร้านสะดวกซื้อใกล้เคียง', 'ฟิตเนส', 'ไวไฟ']"
เคฟ คอนโด,ปทุมธานี,"฿2,090,000",สร้างเสร็จในปี 2018,4,1 ห้องนอน,1 ห้องน้ำ,26.15 ม.2,,"['สระว่ายน้ำ', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ลานจอดรถในร่ม', 'ร้านสะดวกซื้อใกล้เคียง', 'ห้องสมุด', 'ฟิตเนส', 'สถานออกกำลังกาย', 'ฟิตเนส', 'ศาลา']"
พรีมิโอ ไพร์ม บูติค,"จรเข้บัว, กรุงเทพ","฿4,200,000",สร้างเสร็จในปี 2014,10,2 ห้องนอน,2 ห้องน้ำ,63 ม.2,,"['ลานจอดรถในร่ม', 'สระว่ายน้ำ', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สถานออกกำลังกาย']"
ชีวาทัย เพชรเกษม 27,"บางหว้า, กรุงเทพ","฿2,450,000",สร้างเสร็จในปี 2017ตู้เย็นเตาไฟฟ้าทีวี,25,1 ห้องนอน,1 ห้องน้ำ,26.07 ม.2,420 ม. จาก MRT บางหว้า,"['สระว่ายน้ำ', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ลานจอดรถในร่ม', 'ร้านสะดวกซื้อใกล้เคียง', 'ฟิตเนส', 'ลานจอดรถ', 'สถานออกกำลังกาย', 'ฟิตเนส', 'ลานจอดรถกลางแจ้ง']"
ฟิฟตี้ไนน์ เฮอร์ริเทจ สุขุมวิท 59,"ทองหล่อ, กรุงเทพ","฿5,290,000",สร้างเสร็จในปี 2009,20,1 ห้องนอน,1 ห้องน้ำ,37 ม.2,350 ม. จาก BTS ทองหล่อ,"['ลานจอดรถในร่ม', 'สระว่ายน้ำ', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สถานออกกำลังกาย']"
สาธร เฮ้าส์ คอนโดมิเนียม,"สุรศักดิ์, กรุงเทพ","฿9,000,000",สร้างเสร็จในปี 2014ตู้เย็นไมโครเวฟเตาไฟฟ้าตู้เสื้อผ้าวอล์คอินทีวี,25,2 ห้องนอน,1 ห้องน้ำ,53 ม.2,90 ม. จาก BTS สุรศักดิ์,"['สระว่ายน้ำ', 'ลานจอดรถ']"
ไอดิโอ ท่าพระ อินเตอร์เชนจ์,"วัดท่าพระ, กรุงเทพ","฿6,800,000",สร้างเสร็จในปี 2018,21,2 ห้องนอน,2 ห้องน้ำ,71 ม.2,200 ม. จาก MRT ท่าพระ,"['ลานจอดรถในร่ม', 'ห้องสมุด', 'สระว่ายน้ำ', 'กล้องวงจรปิด', 'สถานออกกำลังกาย', 'ศาลา', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ห้องซักรีด']"
คอนโด 1 นอน ตกแต่งสวย ใกล้ BTS ห้าแยกลาดพร้าว,"จันทรเกษม, กรุงเทพ","฿3,100,000",,6,1 ห้องนอน,1 ห้องน้ำ,26.5 ม.2,430 ม. จาก MRT รัชดาภิเษก,
คอนโด 1 นอน ห้องสวย ใกล้ MRT กระทรวงสาธารณสุข,"งามวงศ์วาน, นนทบุรี","฿2,348,000",,11,1 ห้องนอน,1 ห้องน้ำ,30.2 ม.2,2490 ม. จาก MRT กระทรวงสาธารณสุข,
เชปเตอร์ วัน อีโค่ รัชดา ห้วยขวาง,"ห้วยขวาง, กรุงเทพ","฿2,200,000",สร้างเสร็จในปี 2019,4,1 ห้องนอน,1 ห้องน้ำ,22.57 ม.2,1010 ม. จาก MRT ห้วยขวาง,"['ลานจอดรถในร่ม', 'ห้องสมุด', 'สระว่ายน้ำ', 'ฟิตเนส', 'ลานจอดรถ', 'กล้องวงจรปิด', 'สถานออกกำลังกาย', 'มินิมาร์ทใกล้เคียง', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สนามเด็กเล่น']"
